Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Englewood,68,People with Disabilities,Victoria Jennings Residences,624 W. 61st St.,60621,773-994-3690,"HSR Property Services, LLC",57,1173046.575,1864479.47,-87.6410929,41.78355891,"(-87.6410928975, 41.7835589092)"
Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,60610,312-944-8500,Holsten Management Corp.,116,1172154.289,1908220.998,-87.6430754,41.90360901,"(-87.6430753954, 41.9036090085)"
Oakland,36,Multifamily,Lakefront Phase II,4130 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184448.129,1877628.139,-87.59887932,41.81938039,"(-87.5988793227, 41.8193803898)"
North Lawndale,29,Multifamily,Renaissance Place Apts.,3128 W. Douglas Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1155600.26,1893326.92,-87.70428319,41.86308761,"(-87.7042831894, 41.8630876114)"
Englewood,68,Supportive Housing,Branch of Hope Apts.,5628-30 S. Halsted St.,60621,773-488-7205,Evergreen Real Estate LLC,99,1171893.839,1867410.662,-87.64523321,41.79162782,"(-87.6452332087, 41.7916278176)"
Near West Side,28,Multifamily,Westhaven Park Phase IIC ,1939 W. Lake St.,60612,312-455-0009,Interstate Realty Management Co.,42,1163284.257,1901334.737,-87.67585077,41.8849038,"(-87.6758507682, 41.8849038015)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3554 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152342.728,1903805.745,-87.71596466,41.89190751,"(-87.7159646599, 41.8919075104)"
Near South Side,33,Senior,Hilliard Homes Phase I,30 W. Cermak Road,60616,312-326-1455,Holsten Real Estate Dev. Corp.,151,1176346.441,1889816.861,-87.62823221,41.85301339,"(-87.628232211, 41.8530133902)"
Woodlawn,42,Multifamily,Renaissance Apts.,6200 S. University Ave.,60637,773-752-9400,AIMCO,64,1184799.335,1864093.117,-87.59801573,41.782231,"(-87.598015727, 41.7822309985)"
Oakland,36,Multifamily,Lakefront Phase II,1125 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184432.115,1877384.382,-87.59894571,41.81871188,"(-87.5989457091, 41.8187118792)"
Chicago Lawn,66,Senior,Lawn Terrace Apts.,3214 W. 63rd Pl,60629,773-925-2815,Greater Southwest Dev. Corp.,102,1155938.092,1862375.031,-87.70387541,41.77814486,"(-87.7038754099, 41.7781448626)"
North Park,13,Senior,Edward M. Marx Apts.,5801 N. Pulaski Road,60646,773-583-4182,Elderly Housing Devp. & Operations Corp.,180,1148723.501,1938044.237,-87.72836921,41.98593151,"(-87.72836921, 41.9859315142)"
South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.28,1855300.561,-87.56285983,41.75787127,"(-87.5628598349, 41.7578712724)"
North Lawndale,29,65+/Supportive,Montclare Sr. Residences SLF of Lawndale,4339-47 W. 18th Pl,60623,773-277-0288,Montclare Supportive Living,120,1147554.657,1890603.264,-87.7338879,41.85577153,"(-87.7338879, 41.8557715313)"
Loop,32,Multifamily,Randolph Tower City Apts. (studios only),188 W. Randolph St.,60601,312-291-8679,Village Green Management Co.,16,1174747.572,1901307.252,-87.63375683,41.88457966,"(-87.6337568335, 41.884579663)"
West Town,24,ARO,1038 N. Ashland,1038-40 N. Ashland Ave.,60622,312-600-4501,Honore Properties,2,1165493.322,1907177.772,-87.66757227,41.90089079,"(-87.6675722718, 41.9008907949)"
North Lawndale,29,Multifamily,Park Douglas,1303-15 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158279.052,1893857.022,-87.69443508,41.86448798,"(-87.6944350832, 41.8644879836)"
Jefferson Park,11,Senior,Senior Suites of Jefferson Park,5400 N. Northwest Hwy.,60630,773-775-7333,Senior Lifestyle Corp.,73,1136226.971,1935211.185,-87.77439957,41.97839039,"(-87.7743995653, 41.9783903918)"
Bridgeport,60,Senior,Senior Suites of Bridgeport,2825 S. Halsted St.,60608,312-326-0333,Senior Lifestyle Corp.,85,1171468.409,1886029.528,-87.64624727,41.84272915,"(-87.6462472701, 41.8427291512)"
Lincoln Square,4,ARO,The Westner,4618 N. Western Ave.,60625,773-975-7234,Kass Management,2,1159495.407,1930676.176,-87.68895433,41.96549759,"(-87.6889543312, 41.9654975932)"
Near West Side,28,Senior,Roosevelt Place,1401 W. Roosevelt Road,60608,312-733-2436,"East Lake Management Group, Inc.",181,1167191.396,1894769.797,-87.66169184,41.86680605,"(-87.6616918421, 41.866806049)"
Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,60653,773-268-0200,"Draper and Kramer, Inc.",32,1184161.776,1877771.789,-87.59992527,41.81978129,"(-87.5999252673, 41.8197812878)"
North Lawndale,29,Multifamily,Lawndale Restoration II Apts. (scattered sites),10 N. Hamlin Ave. ,60613,312-337-5339,Holsten Management Corp.,170,1151024.342,1899855.056,-87.72091009,41.88109233,"(-87.7209100899, 41.8810923305)"
New City,61,Senior,West Haven Homes,850 W. Garfield Blvd.,60609,773-536-3057,"Universal Management Service, Inc.",110,1171337.269,1868414.146,-87.64724467,41.7943937,"(-87.6472446717, 41.7943936951)"
Albany Park,14,Senior,Mayfair Commons,4444 W. Lawrence Ave.,60630,773-205-7862,"Metroplex, Inc.",97,1145674.754,1931569.979,-87.73974749,41.96822423,"(-87.7397474866, 41.9682242321)"
Lakeview ,6,Senior,Renaissance St. Luke Greenview Place,1501 W. Melrose St.,60657,773-525-1501,"RRG Development, Inc.",155,1165704.848,1921625.294,-87.66638261,41.94053116,"(-87.6663826053, 41.9405311557)"
Logan Square,22,Multifamily,Zapata Apts.,1955 N. St. Louis Ave.,60647,773-227-6332,Bickerdike Apartments,3,1152977.196,1913047.516,-87.71338923,41.91725524,"(-87.7133892335, 41.9172552391)"
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,60637,773-288-3000,WECAN,117,1187957.596,1862318.637,-87.58649335,41.77728699,"(-87.5864933515, 41.7772869881)"
Washington Park,40,Multifamily,St. Edmund's Oasis,6100-24 S. Prairie Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,27,1179047.074,1864591.098,-87.61908972,41.78373056,"(-87.6190897249, 41.7837305569)"
Humboldt Park,23,Multifamily,Bloomingdale Apts.,1745 N. Keystone Ave.,60639,773-276-2965,Village Green Management Co.,48,1149146.636,1911465.939,-87.72750391,41.91299036,"(-87.7275039055, 41.9129903623)"
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,60623,312-850-1935,The Resurrection Project,29,1153098.302,1885797.728,-87.71366715,41.84247656,"(-87.713667149, 41.842476558)"
Douglas,35,Multifamily,Park Boulevard IA,3845 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",80,1176967.12,1879322.168,-87.62627123,41.82420114,"(-87.6262712265, 41.8242011421)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,636 E. 50th St.,60615,312-577-5555,The Community Builders Inc.,5,1181481.554,1872046.51,-87.60993412,41.80413302,"(-87.6099341196, 41.804133024)"
West town,24,ARO,Homer Townhomes,1623 N. Talman Ave.,60647,773-975-7234,Kass Management,5,1158490.609,1910798.294,-87.69319452,41.91097205,"(-87.6931945157, 41.9109720465)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,601 N. Drake Ave,60624,773-227-6332,Bickerdike Apts.,6,1152648.978,1903805.805,-87.71483993,41.89190162,"(-87.714839929, 41.8919016207)"
Belmont Cragin,19,ARO,2917-39 N. Central,2917-39 N. Central Ave.,60634,708-867-3799,Zitella Development ,3,1138569.742,1918921.633,-87.7661803,41.93364805,"(-87.7661803002, 41.9336480472)"
Near West Side,28,Multifamily,City Gardens,320 S. Maplewood Ave.,60612,844-842-2779,Interstate Realty Management Co.,76,1159392.507,1898418.37,-87.69022214,41.87698195,"(-87.6902221443, 41.8769819546)"
Grand Boulevard,38,Multifamily,Paul G. Stewart Phase III Tower,401 E. Bowen Ave.,60653,312-924-2100,Paul G. Stewart Assoc.,180,1179658.647,1877532.342,-87.61645178,41.81922851,"(-87.6164517753, 41.8192285127)"
West Town,24,ARO,945 Western ,945 N. Western Ave.,60622,773-218-7500,Wicker Park Apartments Inc.,2,1160270.739,1906410.572,-87.68677643,41.89889515,"(-87.6867764252, 41.8988951503)"
North Lawndale,29,Multifamily,Praise Apts.,1859 S. Pulaski Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1150056.063,1890463.503,-87.72471008,41.85533972,"(-87.7247100763, 41.8553397217)"
Douglas,35,Multifamily,Park Boulevard IIA,3612 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",6,1176848.892,1880973.883,-87.62665512,41.82873626,"(-87.6266551179, 41.8287362552)"
Douglas,35,Senior,Pioneer Village Apts.,340 E. 38th St.,60653,773-536-0463,Pioneer Affordable Housing Preservation,152,1179348.36,1879907.496,-87.61751743,41.82575322,"(-87.6175174282, 41.8257532207)"
Logan Square,22,ARO,2400 Cortland,2404-14 W. Cortland St.,60647,312-489-1600,Laramar Group,2,1159990.635,1912594.267,-87.68763427,41.91586948,"(-87.6876342671, 41.9158694795)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3525 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152627.179,1903731.702,-87.71492195,41.89169871,"(-87.7149219479, 41.891698707)"
Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.164,1866559.655,-87.62217908,41.78915201,"(-87.6221790762, 41.7891520073)"
West Pullman ,53,Senior,Kennedy Jordan Manor,825 W. 118th St.,60643,773-568-2929,Source Works Management,70,1172827.454,1826559.72,-87.6430113,41.67950676,"(-87.6430113027, 41.679506755)"
Rogers Park,1,Senior,James Sneider Apts.,7450 N. Rogers Ave.,60626,773-743-3699,Hispanic Housing Dev. Corp.,57,1163640.709,1949531.171,-87.67317857,42.01714971,"(-87.6731785733, 42.0171497111)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.471,1864419.23,-87.60584352,41.78317579,"(-87.6058435155, 41.7831757851)"
East Garfield Park,27,Multifamily,Homan Square Apartments Phase IV ,908 S. Central Park Ave.,60624,773-722-7320,Realty & Mortgage Co.,108,1152480.61,1895702.738,-87.71567245,41.86966928,"(-87.7156724506, 41.8696692769)"
Roseland,49,Senior,Roseland Ridge Senior Apts.,10400-30 S. Michigan Ave.,60628,773-548-8301,Neighborhood Housing Services,124,1178859.465,1836023.491,-87.62064503,41.70534195,"(-87.6206450334, 41.7053419518)"
Uptown,3,Multifamily,850 Eastwood,850 W. Eastwood Ave.,60640,773-275-6877,Mercy Housing,69,1169619.113,1931130.186,-87.65171856,41.96652845,"(-87.6517185639, 41.9665284532)"
East Garfield Park,27,Supportive Housing,East Park Apts.,3300 W. Maypole Ave.,60624,773-826-3300,The Habitat Co.,152,1154287.339,1900828.13,-87.7089025,41.88369802,"(-87.7089025002, 41.8836980221)"
Logan Square,22,ARO,MiCA ,2733 W. Belden Ave.,60647,312-702-2519,2293NMA LLC,22,1157492.643,1915110.094,-87.69674313,41.92282434,"(-87.6967431262, 41.922824344)"
Grand Boulevard,38,Multifamily,Legends South - Gwendolyn Place,4333 S. Michigan Ave.,60653,773-624-7676,Interstate Realty Management Co.,71,1177923.904,1876177.553,-87.62285652,41.8155504,"(-87.6228565224, 41.8155503961)"
Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",148,1181955.52,1880134.932,-87.60794545,41.82631731,"(-87.6079454471, 41.826317314)"
Austin,25,Multifamily,Rebecca Walker Complex,5565-71 W. Quincy Ave.,60644,773-261-1550,Affordable Property Management Specialist,12,1139234.68,1898405.584,-87.76423685,41.8773375,"(-87.7642368505, 41.8773374951)"
Fuller Park,37,Senior,Fellowship Manor,5041 S. Princeton Ave.,60609,773-924-5980,"East Lake Management Group, Inc.",100,1175183.479,1871367.582,-87.63305258,41.80241312,"(-87.6330525826, 41.8024131184)"
Humboldt Park,23,Supportive Housing,Humboldt Park Residences ,1152 N. Christiana Ave.,60647,773-276-5338 ext. 225,LUCHA,69,1153731.441,1907707.148,-87.71076053,41.9025858,"(-87.7107605283, 41.9025857989)"
Near North Side,8,Multifamily,Clybourn 1200,1200 N. Clybourn Ave.,60622,312-477-7442,Interstate Realty Management Co.,52,1173039.746,1908293.946,-87.63982077,41.90378958,"(-87.6398207738, 41.9037895847)"
South Chicago,46,Senior,Victory Center of South Chicago,9200 S. Burley Ave.,60617,773-449-2600,Pathway Senior Living ,23,1199232.901,1844538.1,-87.54575578,41.72821986,"(-87.5457557823, 41.7282198588)"
New City,61,Senior,New City Supportive Living,4707 S. Marshfield Ave.,60609,773-376-1223,BMA Management Ltd.,101,1166174.275,1873464.518,-87.66603344,41.80836402,"(-87.666033435, 41.8083640191)"
Washington Park,40,Multifamily,St. Edmund's Commons,110 E. 60th St.,60637,773-420-3328,St. Edmund's Redevelopment Corp.,54,1178315.994,1865303.085,-87.6217485,41.78570095,"(-87.6217485015, 41.7857009548)"
Oakland,36,Multifamily,Lakefront Phase II,4143 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184153.699,1877418.813,-87.59996595,41.81881289,"(-87.5999659461, 41.8188128856)"
Belmont Cragin,19,Senior,Cicero & George Elderly Apts.,4800 W. George St.,60641,312-291-5420,Hispanic Housing Dev. Corp.,70,1143845.624,1918889.671,-87.74679225,41.93346293,"(-87.7467922468, 41.9334629306)"
Washington Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,60637,773-667-7583,St. Edmund's Redevelopment Corp.,53,1178070.443,1867951.677,-87.62256852,41.79297452,"(-87.6225685185, 41.7929745219)"
Douglas ,35,Mutifamily,Park Boulevard IIB,15 W. 37th St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176697.68,1880416.049,-87.62722672,41.82720892,"(-87.6272267219, 41.8272089226)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,4950 S. Langley Ave.,60615,312-577-5555,The Community Builders Inc.,21,1181729.297,1872129.617,-87.60902296,41.80435535,"(-87.6090229601, 41.8043553511)"
Grand Boulevard,38,Senior,Evans Langley,727 E. 50th Pl,60615,312-368-8610,"Metroplex, Inc.",60,1182079.08,1871653.126,-87.60775489,41.80303973,"(-87.6077548852, 41.8030397258)"
Grand Boulevard,38,Multifamily,Indiana Manor Town Homes,4427-33 S. Indiana Ave.,60653,773-268-5326,Indiana Manor Townhomes,87,1178382.513,1875605.784,-87.62119166,41.813971,"(-87.6211916565, 41.8139709971)"
North Center,5,ARO,1911-21 W. Irving Park Rd.,1911-21 W. Irving Park Rd.,60613,312-285-3749,Campell Street Asset Management Inc.,2,1162826.371,1926537.708,-87.67682369,41.95407205,"(-87.6768236931, 41.9540720487)"
Lower West Side,31,Multifamily,Casa Monterrey,967 W. 19th St.,60608,312-666-1323,The Resurrection Project,4,1170202.356,1891062.313,-87.65074652,41.85656724,"(-87.6507465232, 41.8565672424)"
Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,60620,773-429-1501,Realty & Mortgage Co.,60,1168602.534,1845525.798,-87.65793186,41.73164453,"(-87.6579318552, 41.7316445313)"
East Garfield Park,27,Multifamily,Homan Square Apartments Phase I,750 S. Homan Ave.,60624,773-722-7320,Realty & Mortgage Co.,50,1153790.485,1896268.991,-87.71084842,41.87119717,"(-87.7108484249, 41.8711971734)"
Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,60615,773-924-9270,The Renaissance Collaborative,35,1179447.49,1869994.898,-87.61745669,41.79854996,"(-87.6174566934, 41.7985499558)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3215 W. Huron St.,60624,773-227-6332,Bickerdike Apts.,6,1154724.086,1904442.811,-87.70720187,41.89360833,"(-87.7072018666, 41.8936083276)"
Douglas,35,Multifamily,Park Boulevard IIB,3633 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176929.888,1880943.186,-87.62635888,41.82865019,"(-87.6263588794, 41.8286501893)"
Grand Boulevard,38,Multifamily,Rosenwald Courts Apts.,4642 S. Michigan Ave.,60653,773-819-2267,Mercy Housing,239,1177902.205,1874091.161,-87.62299938,41.80982565,"(-87.6229993768, 41.809825649)"
Grand Boulevard,38,Artist Live/Work Space,Bronzeville Artists Lofts,436 E. 47th St.,60653,773-324-1745,Revere Properties,16,1180131.926,1873998.52,-87.61482402,41.80952057,"(-87.614824016, 41.8095205688)"
Lakeview ,6,Senior LGBTQ,Town Hall Apts.,3600 N. Halsted St.,60613,773-472-6463,Heartland Houing Inc.,79,1170240.93,1924164.847,-87.64963658,41.94740174,"(-87.6496365844, 41.947401735)"
Austin,22,Multifamily,Madison Renaissance Apts.,1816 N. St. Louis Ave.,60647,773-227-1366,Related Management Co. LP,30,1152932.106,1911940.497,-87.71358429,41.91421838,"(-87.7135842866, 41.9142183771)"
Grand Boulevard,38,Multifamily,Hearts United II-The Quincy (scattered sites),701-27 E. 43rd St.,60653,773-924-2100,Bonheur Realty Services Corp.,81,1181681.401,1876615.505,-87.60905996,41.81666609,"(-87.6090599647, 41.8166660946)"
North Lawndale,29,Multifamily,Resurrection Homes,1910 S. Albany Ave. ,60623,312-248-8355,The Resurrection Project,2,1155952.715,1890430.854,-87.7030674,41.8551334,"(-87.7030673957, 41.8551333961)"
Uptown,3,ARO,Somerset Place Apts.,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16,1168763.559,1933706.921,-87.65478924,41.97361773,"(-87.6547892431, 41.9736177254)"
Humboldt Park,23,Supportive Housing,Sanctuary Place,642 N. Kedzie Ave.,60612,773-265-0983,Interfaith Housing Corp.,84,1154880.603,1904286.639,-87.70663122,41.89317664,"(-87.7066312185, 41.8931766425)"
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1179276.077,1868251.46,-87.61813849,41.79376972,"(-87.6181384856, 41.7937697184)"
Englewood,68,Supportive Housing,Rowan Trees Apts.,500 W. Englewood Ave.,60621,773-572-5272,The Thresholds,167,1174002.16,1863521.643,-87.63761782,41.78090936,"(-87.637617817, 41.7809093636)"
Near West Side,28,Multifamily,Westhaven Park Phase IIA,2237 W. Maypole Ave.,60612,312-455-0009,Interstate Realty Management Co.,92,1161390.347,1900920.966,-87.68281702,41.88380799,"(-87.6828170157, 41.8838079875)"
Lower West Side,31,Multifamily,Casa Chiapas,1712 W. 17th St.,60608,312-666-1323,The Resurrection Project,72,1165119.373,1891824.739,-87.66938208,41.85876878,"(-87.6693820787, 41.8587687803)"
Washington Heights,73,Senior,Senior Suites of Washington Heights,848 W. 103rd St.,60643,773-233-1333,Senior Lifestyle Corp.,82,1172263.727,1836577.477,-87.64478166,41.70700943,"(-87.6447816603, 41.7070094274)"
Near West Side,28,Supportive,Harvest Commons,1519 W. Warren Blvd.,60607,312-660-1354,Heartland Houisng Inc.,89,1165979.3,1900396.393,-87.66598098,41.88227183,"(-87.6659809767, 41.8822718277)"
Logan Square,22,ARO,1955 Richmond Place,1955 N. Richmond St.,60647,847-542-0442,@properties,3,1156536.742,1913073.871,-87.70031066,41.91725621,"(-87.7003106605, 41.9172562069)"
Oakland,36,Multifamily,Lakefront Phase II,1128 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184422.552,1877469.629,-87.59897812,41.81894603,"(-87.5989781156, 41.8189460276)"
Grand Boulevard,38,Supportive Housing,Washington Park SRO,5000 S. Indiana Ave.,60615,773-924-1107,"East Lake Management Group, Inc.",96,1178406.437,1871882.896,-87.62121706,41.80375452,"(-87.6212170565, 41.8037545212)"
Irving Park,16,Senior,Senior Residence at Kedzie,4054 N. Kedzie Ave.,60618,773-381-7400,G&A Management,51,1154285.687,1927005.643,-87.70820786,41.95553133,"(-87.7082078565, 41.9555313337)"
Oakland,36,Multifamily,Lakefront Phase II,4116 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184335.357,1877697.183,-87.59929085,41.8195725,"(-87.5992908459, 41.8195724964)"
Near West Side,28,Senior,Loomis Court,1314 W. 15th St.,60608,312-850-4128,CHA,68,1167767.395,1892902.581,-87.65963108,41.86166987,"(-87.659631083, 41.8616698673)"
Uptown,3,Senior,Wilson Yard Senior Apts.,1032 W. Montrose Ave,60613,866-227-0438,Holsten Real Estate Dev. Corp.,13,1168438.959,1929421.65,-87.65610743,41.96186585,"(-87.6561074284, 41.9618658533)"
Near North Side,8,Supportive Housing,The Midwest/Carroll Park Apts.,1333 N. Kingsbury St.,60622,312-337-5339,Holsten Real Estate Dev. Corp.,40,1170359.454,1908979.929,-87.64964597,41.905731,"(-87.6496459664, 41.9057310023)"
North Lawndale,29,Multifamily,Park Doulglas,1345 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,17,1158291.047,1893459.955,-87.69440189,41.86339815,"(-87.6944018945, 41.8633981467)"
